Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Planning Address,APN(s),Supervisor District,Planning Neighborhood,City Analysis Neighborhood,Lead Agency,Program Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,DBI Permit Number,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Recording Number,Recording Date,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,20% AMI,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Latitude,Longitude,Location
2016-057,(1) Preliminary Phase,101 Hyde,101,Hyde,St,94102,Planning address not yet assigned,0346003A,6,Downtown/Civic Center,Tenderloin,MOHCD,Multifamily,New Construction,Rental,,,,,Developer not yet selected,,Developer not yet selected,,Not Yet Available,,,,,,,85,84,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.781803737417803,-122.415896547771,"(37.7818037374178, -122.415896547771)"
2016-058,(2) Predevelopment Feasibility,HPSY Block 52,351,Friedell,St,94124,Not Applicable,"4591C105, 4591C107, 4591C110, 4591C111, 4591C112, 4591C113, 4591C114, 4591C115, 4591C116, 4591C117, 4591C118",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,74,9,65,12%,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,37.7273460998221,-122.37009644427,"(37.7273460998221, -122.37009644427)"
2016-059,(2) Predevelopment Feasibility,"Block 48, Phase 2A, Block B",899,La Salle,Ave,94124,Not Applicable,"4591D040, 4591D041, 4591D042, 4591D043, 4591D044, 4591D045, 4591D046, 4591D047, 4591D048",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,44,6,38,14%,0,0,3,2,1,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,5,0,0,1,0,37.728597403148598,-122.37810848325501,"(37.7285974031486, -122.378108483255)"
2016-060,(2) Predevelopment Feasibility,"Block 48, Phase 2B, Block E",988,Oakdale,Ave,94124,Not Applicable,"4591D088, 4591D089, 4591D090, 4591D091, 4591D092, 4591D093",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,15,2,13,13%,0,0,0,2,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37.728069998794503,-122.37741020931,"(37.7280699987945, -122.37741020931)"
2016-061,(2) Predevelopment Feasibility,"Block 48, Phase 2B, Block I",978,Oakdale,Ave,94124,Not Applicable,"4591D082, 4591D083, 4591D084, 4591D085, 4591D086, 4591D087",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,22,3,19,14%,0,0,2,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,37.727901874651899,-122.37653892792601,"(37.7279018746519, -122.376538927926)"
2016-062,(2) Predevelopment Feasibility,"Block 48, Phase 2B, Block L",968,Oakdale,Ave,94124,Not Applicable,"4591D075, 4591D076, 4591D077, 4591D078, 4591D079, 4591D080, 4591D081",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,15,2,13,13%,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37.727854362041299,-122.375755893442,"(37.7278543620413, -122.375755893442)"
2016-063,(3) Design with Entitlements Approved,540 De Haro,540,De Haro,St,94107,"540 DE HARO ST, SAN FRANCISCO, CA 94107",4008002,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,New Construction,Unknown,,,,,,,,"201502107867, 201512034120",2014.0599,http://propertymap.sfplanning.org/?search=2014.0599,"2014.0599E,2014.0599ENX,2014.0599U",06/02/2016,Fee Payment,,,16,0,16,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.762907074369998,-122.401732116289,"(37.76290707437, -122.401732116289)"
2016-064,(3) Design with Entitlements Approved,2435-2445 16th ,2345-2445,16th ,St,94110,2435 16TH ST 94110,3965021,9,Mission,Mission,MOHCD,Inclusionary,New Construction,Ownership,,,,,Steve Vettel,,,,2014.1201,http://propertymap.sfplanning.org/?search=2014.1201,"2014.1201ENV,2014.1201ENX,2014.1201PPA,2014.1201SHD,2014.1201U",06/23/2016,On-site BMR Project,,,53,8,45,15%,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37.765320873872803,-122.411119976335,"(37.7653208738728, -122.411119976335)"
2016-065,(2) Predevelopment Feasibility,"HPSY I, Block 54",151,Friedell,St,94124,Not Applicable,"4591C043, 4591C044, 4591C047, 4591C048",10,Bayview,Bayview Hunters Point,OCII,HP Shipyard Phase 1,New Construction,Rental,07/01/2018,,,12/01/2019,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,40,39,1,98%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.728752564199901,-122.36920126231,"(37.7287525641999, -122.36920126231)"
2016-066,(2) Predevelopment Feasibility,3840 Folsom,3840,Folsom,St,94110,Not Applicable,5683005,9,Bernal Heights,Bernal Heights,MOHCD,Small Sites,Rehabilitation,Rental,,,,,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,,,4,4,0,100%,0,0,3,1,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.738426633007997,-122.413538574355,"(37.738426633008, -122.413538574355)"
2016-067,(1) Preliminary Phase,"HPSY I, Block 52",351,Friedell,St,94124,Not Applicable,"4591C104, 4591C105, 4591C108, 4591C109",10,Bayview,Bayview Hunters Point,OCII,HP Shipyard Phase 1,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,39,38,1,97%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7275058036183,-122.37032422828,"(37.7275058036183, -122.37032422828)"
2016-068,(2) Predevelopment Feasibility,4840 Mission,4840,Mission ,St,94112,4840 MISSION ST 94112,6959019,11,Outer Mission,Outer Mission,MOHCD,Multifamily,New Construction,Rental,,,,,BRIDGE Housing Corporation,,,,2016-012545PRJ,http://propertymap.sfplanning.org/?search=2016-012545PRJ,"2016-012545ENV,2016-012545PPA,2016-012545PRV",,,,,114,113,1,99%,0,7,51,45,10,0,0,0,1,2bd,90,0,0,23,0,0,32,3,0,78,0,0,0,0,0,37.720693194831902,-122.438500006358,"(37.7206931948319, -122.438500006358)"
2016-070,(2) Predevelopment Feasibility,500 Turk,500,Turk,St,94102,Planning address not yet assigned,0741002,6,Downtown/Civic Center,Tenderloin,MOHCD,Multifamily,New Construction,Rental,,,,,Tenderloin Neighborhood Development Corporation,,,,Not Yet Available,,,,,,,122,121,1,99%,0,29,65,27,0,0,0,0,1,2bd,96,0,0,25,0,0,25,49,0,47,0,0,0,0,0,37.782616501774697,-122.417748285491,"(37.7826165017747, -122.417748285491)"
2016-071,(2) Predevelopment Feasibility,1990 Folsom,1990,Folsom,St,94103,Planning address not yet assigned,3552012,9,Mission,Mission,MOHCD,Multifamily,New Construction,Rental,,,,,Tenderloin Neighborhood Development Corporation,Mission Economic Development Agency,,,Not Yet Available,,,,,,,143,142,1,99%,0,23,42,67,10,0,0,0,1,2bd,113,0,0,29,0,0,29,57,0,56,0,0,0,0,0,37.765552368968997,-122.415898802543,"(37.765552368969, -122.415898802543)"
2016-072,(3) Design with Entitlements Approved,651 Geary ,651,Geary,St,94102,"651 GEARY ST, SAN FRANCISCO, CA 94102",0318020,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,New Construction,Ownership,,,,,Geary Place LLC,,,,2014.0482,http://propertymap.sfplanning.org/?search=2014.0482,"2014.0482C,2014.0482PPA,2014.0482U,2014.0482VAR",07/07/2016,On-site BMR Project,2016-K325645,09/07/2016,52,6,46,12%,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,37.786344151743002,-122.413955468105,"(37.786344151743, -122.413955468105)"
2016-073,(3) Design with Entitlements Approved,1740 Market ,1740,Market,St,94102,1740 MARKET ST 94102,0855010,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,New Construction,Rental,,,,,Warner Schmalz,,,,2014.0409,http://propertymap.sfplanning.org/?search=2014.0409,"2014.0409CUA,2014.0409ENV,2014.0409PPA,2014.0409U,2014.0409VAR",07/28/2016,On-site BMR Project,,,100,12,88,12%,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,37.772544177139899,-122.42310202809,"(37.7725441771399, -122.42310202809)"
2016-074,(2) Predevelopment Feasibility,Mission Bay South 6 West,600-700,Mission Bay Blvd North,,94158,Not Applicable,8711020,6,South of Market,Mission Bay,OCII,Mission Bay,New Construction,Rental,01/01/2019,,,07/01/2020,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,106,105,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.771359376168697,-122.392478436698,"(37.7713593761687, -122.392478436698)"
2016-075,(2) Predevelopment Feasibility,3329-3331 20th,3329-3331,20th ,St,94110,Not Applicable,3611060,9,Mission,Mission,MOHCD,Small Sites,Rehabilitation,Rental,,,,,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,,,10,10,0,100%,0,8,2,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,37.758634975614697,-122.415386598439,"(37.7586349756147, -122.415386598439)"
2016-076,(3) Design with Entitlements Approved,390 1st  ,390,1st,St,94105,390 01ST ST 94105,3749058,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,New Construction,Rental,,,,,John Kevlin,,,"201601278125, 201609309274, 201609309279, 201609309280",2014.1041,http://propertymap.sfplanning.org/?search=2014.1041,"2014.1041CUA,2014.1041DNX,2014.1041E,2014.1041SHD,2014.1041U",08/04/2016,On-site BMR Project ,,,180,22,158,12%,0,0,0,0,0,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,37.786091476732899,-122.393472931006,"(37.7860914767329, -122.393472931006)"
2016-077,(3) Design with Entitlements Approved,1433 Bush ,1433,Bush ,St,94109,1433 BUSH ST 94109,0670024,3,Downtown/Civic Center,Nob Hill,MOHCD,Inclusionary,New Construction,Ownership,,,,,Joseph Blandino,,,"201605318775, 201605318777",2015-009279PRJ,http://propertymap.sfplanning.org/?search=2015-009279PRJ,"2015-009279CUA,2015-009279ENV,2015-009279PRV,2015-009279VAR",08/04/2016,On-site BMR Project ,2016-K346130,10/20/2016,47,7,40,15%,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37.788363253948098,-122.42084130449,"(37.7883632539481, -122.42084130449)"
2016-078,(3) Design with Entitlements Approved,2600 Harrison,2600,Harrison,St,94110,"2600 HARRISON ST, SAN FRANCISCO, CA 94110",3639001,9,Mission,Mission,MOHCD,Inclusionary,New Construction,Unknown,,,,,Toby Morris ,,,201502037282,2014.0503,http://propertymap.sfplanning.org/?search=2014.0503,"2014.0503E,2014.0503ENX,2014.0503PPA,2014.0503U",08/11/2016,Fee Payment ,,,19,0,19,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.755378211239503,-122.412406393466,"(37.7553782112395, -122.412406393466)"
2016-079,(3) Design with Entitlements Approved,1515 South Van Ness ,1515,South Van Ness Avenue,Ave,94110,"3251 26TH ST, SAN FRANCISCO, CA 94110",6571001,9,Mission,Mission,MOHCD,Inclusionary,New Construction,Rental,,,,,Peter Schellinger ,,,,2014.1020,http://propertymap.sfplanning.org/?search=2014.1020,"2014.1020CUA,2014.1020ENV,2014.1020U",08/11/2016,On-site BMR Project ,,,157,19,138,12%,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,37.748910767042602,-122.41541772057199,"(37.7489107670426, -122.415417720572)"
2016-080,(2) Predevelopment Feasibility,2070 Bryant,2070,Bryant,St,94110,Planning address not yet assigned,4022021,9,Mission,Mission,MOHCD,Multifamily,New Construction,Rental,,,,,Developer not yet selected,,,,Not Yet Available,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.761040613210199,-122.410547143136,"(37.7610406132102, -122.410547143136)"
2016-081,(2) Predevelopment Feasibility,"Block 48, Phase 1B, Block A",898,La Salle,Ave,94124,Not Applicable,"4591D035, 4591D036, 4591D037, 4591D038, 4591D039",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,16,4,12,25%,0,0,2,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,37.729009937503101,-122.378035671208,"(37.7290099375031, -122.378035671208)"
2016-082,(2) Predevelopment Feasibility,"Block 48, Phase 1B, Block G",888,La Salle,Ave,94124,Not Applicable,"4591D020, 4591D021, 4591D022, 4591D023, 4591D024, 4591D025, 4591D026, 4591D027, 4591D028, 4591D029, 4591D030, 4591D031, 4591D032, 4591D033, 4591D034",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,34,3,31,9%,0,0,1,2,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,37.7286939357626,-122.37717911770299,"(37.7286939357626, -122.377179117703)"
2016-083,(3) Design with Entitlements Approved,98 Pennsylvania ,98,Pennsylvania Avenue,Ave,94107,"98 PENNSYLVANIA AV, SAN FRANCISCO, CA 94107",3948002,10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,New Construction,Rental,,,,,Ciaran & Patrick Harty,,,,2013.0517,http://propertymap.sfplanning.org/?search=2013.0517,"2013.0517E,2013.0517PPA,2013.0517U,2013.0517X",09/22/2016,On-site BMR Project ,,,48,7,41,15%,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37.765561805298297,-122.394221041687,"(37.7655618052983, -122.394221041687)"
2016-084,(3) Design with Entitlements Approved,2675 Folsom ,2675,Folsom,St,94110,2675 FOLSOM ST 94110,3639006,9,Mission,Mission,MOHCD,Inclusionary,New Construction,Rental,,,,,Muhammad A. Nadhiri,,,"201607283625, 201607293802",2014-000601PRJ,http://propertymap.sfplanning.org/?search=2014-000601PRJ,"2014-000601CUA,2014-000601ENX,2014-000601PPA",09/22/2016,On-site BMR Project ,,,117,19,98,16%,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,37.754663183885398,-122.41381372383501,"(37.7546631838854, -122.413813723835)"
2016-085,(1) Preliminary Phase,Mission Bay South Block 9,410,China Basin,St,94158,Not Applicable,8719003,6,South of Market,Mission Bay,OCII,Mission Bay,New Construction,Rental,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,99,98,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772541329750801,-122.388323222758,"(37.7725413297508, -122.388323222758)"
2016-086,(2) Predevelopment Feasibility,"Block 48, Phase 3B, Block D",989,Oakdale,Ave,94124,Not Applicable,"4591D108, 4591D109, 4591D110, 4591D111, 4591D112, 4591D113",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,12,2,10,17%,0,0,2,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37.727727896299797,-122.377610576737,"(37.7277278962998, -122.377610576737)"
2016-087,(2) Predevelopment Feasibility,"Block 48, Phase 3B, Block Q",999,Oakdale,Ave,94124,Not Applicable,"4591D097, 4591D098, 4591D099, 4591D100, 4591D101, 4591D102, 4591D103, 4591D104, 4591D105, 4591D106, 4591D107",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,39,6,33,15%,0,0,4,2,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,5,0,0,1,0,37.728034888768804,-122.378519654737,"(37.7280348887688, -122.378519654737)"
2016-088,(1) Preliminary Phase,Transbay Block 2 West,,Address not yet assigned,,94105,Not Applicable,Not yet available,6,Financial District,Financial District/South Beach,OCII,Transbay,New Construction,Rental,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,78,77,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.789126624994502,-122.39275232673999,"(37.7891266249945, -122.39275232674)"
2016-089,(1) Preliminary Phase,Transbay Block 2 East,,Address not yet assigned,,94105,Not Applicable,Not yet available,6,Financial District,Financial District/South Beach,OCII,Transbay,New Construction,Rental,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,169,167,2,99%,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7894005911945,-122.392406381032,"(37.7894005911945, -122.392406381032)"
2016-090,(1) Preliminary Phase,Mission Bay South 4 East,,Address not yet assigned,,94158,Not Applicable,8711029,6,South of Market,Mission Bay,OCII,Mission Bay,New Construction,Rental,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,101,100,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772435003477,-122.39008870514201,"(37.772435003477, -122.390088705142)"
2016-091,(1) Preliminary Phase,"HPSY I, Block 48 (OCII 1)",755,La Salle,Ave,94124,Not Applicable,"4591D132, 4591D133, 4591D134, 4591D135",10,Bayview,Bayview Hunters Point,OCII,HP Shipyard Phase 1,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,39,38,1,97%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.727821720905602,-122.374357146476,"(37.7278217209056, -122.374357146476)"
2016-092,(1) Preliminary Phase,"HPSY I, Block 48 (OCII 2)",996,Oakdale,Ave,94124,Not Applicable,"4591D094, 4591D095, 4591D096",10,Bayview,Bayview Hunters Point,OCII,HP Shipyard Phase 1,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,46,45,1,98%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.728384002440897,-122.378258736368,"(37.7283840024409, -122.378258736368)"
2016-093,(1) Preliminary Phase,Mission Bay South Block 9A,,Address not yet assigned,,94158,Not Applicable,8719005,6,South of Market,Mission Bay,OCII,Mission Bay,New Construction,Ownership,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,63,62,1,98%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772584843666699,-122.387600688012,"(37.7725848436667, -122.387600688012)"
2016-094,(1) Preliminary Phase,Mission Bay South Block 12 West,,Address not yet assigned,,94158,Not Applicable,8710006,6,South of Market,Mission Bay,OCII,Mission Bay,New Construction,Rental,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,149,148,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.771045694005601,-122.39510736356399,"(37.7710456940056, -122.395107363564)"
2016-095,(1) Preliminary Phase,"HPSY I, Block 56",11,Innes,Ct,94124,Not Applicable,"4591C084, 4591C085, 4591C086, 4591C087",10,Bayview,Bayview Hunters Point,OCII,HP Shipyard Phase 1,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,54,54,0,100%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.727321205822001,-122.368424806189,"(37.727321205822, -122.368424806189)"
2016-096,(1) Preliminary Phase,"HPSY II-CP, Block 7",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Candlestick Point,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,60,59,1,98%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.716480013935502,-122.38727510980701,"(37.7164800139355, -122.387275109807)"
2016-097,(1) Preliminary Phase,Transbay Block 12,,Address not yet assigned,,94105,Not Applicable,Not yet available,6,South of Market,Financial District/South Beach,OCII,Transbay,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,80,79,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784318750992497,-122.39472549243099,"(37.7843187509925, -122.394725492431)"
2016-098,(1) Preliminary Phase,"HPSY II-CP, Block 2B",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Candlestick Point,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,130,129,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.715982656929,-122.385119947235,"(37.715982656929, -122.385119947235)"
2016-099,(1) Preliminary Phase,"HPSY II-CP, Block 6B",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Candlestick Point,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,105,104,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.712401027079203,-122.382458175268,"(37.7124010270792, -122.382458175268)"
2016-100,(1) Preliminary Phase,"HPSY II-CP, Block 4B",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Candlestick Point,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,90,89,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.728738340140197,-122.36589346151599,"(37.7287383401402, -122.365893461516)"
2016-101,(1) Preliminary Phase,"HPSY II-CP, Block 5B",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Candlestick Point,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,110,109,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.718549362816901,-122.38285011202299,"(37.7185493628169, -122.382850112023)"
2016-102,(1) Preliminary Phase,"HPSY II-SY, Block 4B",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,HP Shipyard Phase 2,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,130,129,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7131065890119,-122.381609269121,"(37.7131065890119, -122.381609269121)"
2016-103,(1) Preliminary Phase,"HPSY II-SY, Block 10A",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,HP Shipyard Phase 2,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,90,89,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7300985976334,-122.36325915464001,"(37.7300985976334, -122.36325915464)"
2016-104,(1) Preliminary Phase,"HPSY II-SY, Block 8B",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,HP Shipyard Phase 2,New Construction,Unknown,,,,,Developer not yet selected,,Developer not yet selected,,Not Applicable,,,,,,,135,134,1,99%,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.723341621402597,-122.36842333205399,"(37.7233416214026, -122.368423332054)"
2016-105,(1) Preliminary Phase,CP-02,,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,570,58,512,10%,0,0,0,0,0,0,0,0,0,,58,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.713524949472301,-122.386182648827,"(37.7135249494723, -122.386182648827)"
2016-106,(1) Preliminary Phase,"CP-03, CP-04",,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,1140,87,1053,8%,0,0,0,0,0,0,0,0,0,,87,0,0,0,0,0,0,0,0,0,0,0,87,0,0,37.713991083511601,-122.385242422643,"(37.7139910835116, -122.385242422643)"
2016-107,(1) Preliminary Phase,Parcel B (HP02/HP03),,Address not yet assigned,,94124,Not Applicable,Not yet available,10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,New Construction,Ownership,,,,,,,,,Not Applicable,,,,,,,1420,149,1271,10%,0,0,0,0,0,0,0,0,0,,149,0,0,0,0,0,0,0,0,0,0,0,149,0,0,37.730829566610304,-122.366021172305,"(37.7308295666103, -122.366021172305)"
2016-108,(1) Preliminary Phase,Transbay Block 4,,Address not yet assigned,,94105,Not Applicable,Not yet available,6,Financial District,Financial District/South Beach,OCII,Inclusionary-OCII,New Construction,Rental,,,,,,,,,Not Applicable,,,,,,,480,186,294,39%,0,0,0,0,0,0,0,0,0,,186,0,0,0,0,0,0,0,0,0,0,0,186,0,0,37.790008674314798,-122.39350796170901,"(37.7900086743148, -122.393507961709)"
2016-109,(3) Design with Entitlements Approved,1001 Van Ness,1001,Van Ness,Ave,94109,"1001 VAN NESS, SAN FRANCISCO, CA 94109",0714016,5,Western Addition,Western Addition,MOHCD,Inclusionary,New Construction,Unknown,,,,,"Oryx Partners, LLC",,,,2014.1305,http://propertymap.sfplanning.org/?search=2014.1305,"2014.1305CUA,2014.1305U",10/20/2016,Fee Payment,,,239,0,239,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784929753370001,-122.42191084495499,"(37.78492975337, -122.421910844955)"
2016-110,(3) Design with Entitlements Approved,1270 Mission,1270,Mission,St,94103,1270 MISSION ST 94103,3701021,6,South of Market,South of Market,MOHCD,Inclusionary,New Construction,Rental,,,,,AGI Avant,,,,2014.0926,http://propertymap.sfplanning.org/?search=2014.0926,"2014.0926DNX,2014.0926GPA,2014.0926MAP,2014.0926PCA,2014.0926PPA,2014.0926SHD,2014.0926U,2014.0926VAR",10/27/2016,On-site BMR Project ,,,299,64,235,21%,0,0,0,0,0,0,0,0,0,,64,0,0,0,0,0,0,0,61,0,0,3,0,0,0,37.776807077773903,-122.41452278834301,"(37.7768070777739, -122.414522788343)"
